,target_col,fold,task_name,num_epochs,patience,batch_size,inner_atom_dim,conv_depth,sup_dropout_rate,use_ssl,unsup_dropout_rate,w,edge_dropout_rate,num_extra_data,rampup_length,lr_init,lr_base,lr_exp_multiplier,file_name,output_file,auc_file,auc_file_per_epoch,param_optim_file,train_auc,val_auc,test_auc
0,0,1,print_test,1,10,64,128,2,0.2,1,0.5,90,0.1,0,0,0.0007,2.718,-0.1,template,results/template.output,results/auc_template.csv,results/per_epoch_template.csv,results/param_optim_template.csv,0.5051,0.4197,0.4722
1,0,1,print_test,1,10,64,128,2,0.2,1,0.5,10,0.1,0,0,0.0007,2.718,-0.1,template,results/template.output,results/auc_template.csv,results/per_epoch_template.csv,results/param_optim_template.csv,0.4649,0.4189,0.474
2,0,1,print_test,1,10,64,512,2,0.2,1,0.5,90,0.1,0,0,0.0007,2.718,-0.1,template,results/template.output,results/auc_template.csv,results/per_epoch_template.csv,results/param_optim_template.csv,0.5598,0.5924,0.5821
3,0,1,print_test,1,10,64,512,2,0.2,1,0.5,10,0.1,0,0,0.0007,2.718,-0.1,template,results/template.output,results/auc_template.csv,results/per_epoch_template.csv,results/param_optim_template.csv,0.4725,0.4952,0.4925
