,target_col,fold,num_epochs,patience,batch_size,inner_atom_dim,conv_depth,sup_dropout_rate,use_ssl,unsup_dropout_rate,w,edge_dropout_rate,num_extra_data,rampup_length,lr_init,lr_base,lr_exp_multiplier,file_name,output_file,auc_file,auc_file_per_epoch,param_optim_file,train_auc,val_auc,test_auc
0,0,4,50,25,64,128,2,0.2,0,0.1,0.1,0.1,0,0,0.0007,1.1,-1.0,lr4,results/lr4.output,results/auc_file_lr4.csv,results/test_auc_per_epoch_lr4.csv,results/param_optim_lr4.csv,0.6707,0.644,0.6473
1,0,4,50,25,64,128,2,0.2,0,0.1,0.1,0.1,0,0,0.0007,1.1,-0.1,lr4,results/lr4.output,results/auc_file_lr4.csv,results/test_auc_per_epoch_lr4.csv,results/param_optim_lr4.csv,0.6587,0.6636,0.6744
2,0,4,50,25,64,128,2,0.2,0,0.1,0.1,0.1,0,0,0.0007,1.1,-0.01,lr4,results/lr4.output,results/auc_file_lr4.csv,results/test_auc_per_epoch_lr4.csv,results/param_optim_lr4.csv,0.6563,0.6491,0.6763
3,0,4,50,25,64,128,2,0.2,0,0.1,0.1,0.1,0,0,0.0007,2.1,-1.0,lr4,results/lr4.output,results/auc_file_lr4.csv,results/test_auc_per_epoch_lr4.csv,results/param_optim_lr4.csv,0.6267,0.5876,0.6136
4,0,4,50,25,64,128,2,0.2,0,0.1,0.1,0.1,0,0,0.0007,2.1,-0.1,lr4,results/lr4.output,results/auc_file_lr4.csv,results/test_auc_per_epoch_lr4.csv,results/param_optim_lr4.csv,0.6723,0.645,0.6649
5,0,4,50,25,64,128,2,0.2,0,0.1,0.1,0.1,0,0,0.0007,2.1,-0.01,lr4,results/lr4.output,results/auc_file_lr4.csv,results/test_auc_per_epoch_lr4.csv,results/param_optim_lr4.csv,0.6764,0.6466,0.6964
6,0,4,50,25,64,128,2,0.2,0,0.1,0.1,0.1,0,0,0.0007,3.1,-1.0,lr4,results/lr4.output,results/auc_file_lr4.csv,results/test_auc_per_epoch_lr4.csv,results/param_optim_lr4.csv,0.5688,0.5695,0.6132
7,0,4,50,25,64,128,2,0.2,0,0.1,0.1,0.1,0,0,0.0007,3.1,-0.1,lr4,results/lr4.output,results/auc_file_lr4.csv,results/test_auc_per_epoch_lr4.csv,results/param_optim_lr4.csv,0.6394,0.6539,0.686
8,0,4,50,25,64,128,2,0.2,0,0.1,0.1,0.1,0,0,0.0007,3.1,-0.01,lr4,results/lr4.output,results/auc_file_lr4.csv,results/test_auc_per_epoch_lr4.csv,results/param_optim_lr4.csv,0.6487,0.6377,0.6694
9,0,4,50,25,64,128,2,0.2,0,0.1,0.1,0.1,0,0,0.007,1.1,-1.0,lr4,results/lr4.output,results/auc_file_lr4.csv,results/test_auc_per_epoch_lr4.csv,results/param_optim_lr4.csv,0.6889,0.6487,0.6773
10,0,4,50,25,64,128,2,0.2,0,0.1,0.1,0.1,0,0,0.007,1.1,-0.1,lr4,results/lr4.output,results/auc_file_lr4.csv,results/test_auc_per_epoch_lr4.csv,results/param_optim_lr4.csv,0.6683,0.6394,0.6669
11,0,4,50,25,64,128,2,0.2,0,0.1,0.1,0.1,0,0,0.007,1.1,-0.01,lr4,results/lr4.output,results/auc_file_lr4.csv,results/test_auc_per_epoch_lr4.csv,results/param_optim_lr4.csv,0.66,0.6301,0.6935
