,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
1,0.026988030260067204,0.06363636363636364,0.06993331465814469,4.1966726316262835e-05,0.03333333333333333,0.06948256575125486,8.540456828040108e-07,0.022580645161290325,0.06921248192068427,5.215061962204067e-08,0.017073170731707322,0.0690192445555527,0.00269880302600672,0.006363636363636364,0.006993331465814468,4.196672631626283e-06,0.003333333333333333,0.006948256575125486,8.540456828040107e-08,0.002258064516129032,0.006921248192068426,5.215061962204066e-09,0.001707317073170732,0.006901924455555269,0.000269880302600672,0.0006363636363636363,0.0006993331465814467,4.196672631626283e-07,0.0003333333333333333,0.0006948256575125486,8.540456828040107e-09,0.00022580645161290321,0.0006921248192068426,5.215061962204067e-10,0.0001707317073170732,0.0006901924455555269
2,0.010405053961690041,0.05785123966942149,0.06986669284392963,2.516008739577296e-08,0.015873015873015872,0.06896895633396365,1.0419914690230985e-11,0.007284079084287201,0.0684338236231578,3.8852673242325327e-14,0.0041641879833432495,0.06805223027170272,0.001040505396169004,0.005785123966942148,0.006986669284392962,2.516008739577296e-09,0.0015873015873015873,0.006896895633396364,1.0419914690230984e-12,0.0007284079084287201,0.006843382362315779,3.885267324232532e-15,0.00041641879833432486,0.006805223027170271,0.00010405053961690041,0.0005785123966942148,0.0006986669284392963,2.516008739577296e-10,0.00015873015873015873,0.0006896895633396364,1.0419914690230983e-13,7.284079084287201e-05,0.0006843382362315779,3.885267324232532e-16,4.1641879833432486e-05,0.0006805223027170271
3,0.004011598731081757,0.052592036063110435,0.06980013449683538,1.50840928833094e-11,0.007558578987150416,0.06845914347528649,1.271297593768266e-16,0.002349702930415226,0.0676639254325872,2.894558547942779e-20,0.0010156556056934755,0.06709876462390624,0.00040115987310817566,0.005259203606311043,0.006980013449683538,1.5084092883309397e-12,0.0007558578987150415,0.006845914347528649,1.271297593768266e-17,0.0002349702930415226,0.00676639254325872,2.894558547942779e-21,0.00010156556056934754,0.006709876462390622,4.0115987310817566e-05,0.0005259203606311042,0.0006980013449683538,1.5084092883309397e-13,7.558578987150416e-05,0.0006845914347528648,1.271297593768266e-18,2.3497029304152257e-05,0.0006766392543258719,2.894558547942779e-22,1.0156556056934754e-05,0.0006709876462390622
4,0.0015466449706525946,0.047810941875554944,0.0697336395564001,9.04328568232762e-15,0.0035993233272144836,0.06795309911137405,1.5510660307384494e-21,0.0007579686872307181,0.0669026887955067,2.1564717401070034e-26,0.0002477208794374331,0.06615865778504074,0.00015466449706525944,0.004781094187555493,0.0069733639556400105,9.04328568232762e-16,0.0003599323327214483,0.0067953099111374045,1.5510660307384494e-22,7.579686872307181e-05,0.00669026887955067,2.156471740107003e-27,2.4772087943743307e-05,0.006615865778504073,1.5466449706525945e-05,0.00047810941875554933,0.000697336395564001,9.043285682327619e-17,3.599323327214483e-05,0.0006795309911137405,1.5510660307384492e-23,7.57968687230718e-06,0.000669026887955067,2.1564717401070032e-28,2.4772087943743307e-06,0.0006615865778504073
5,,,,,,,,,,,,0.06523172258761209,5.9629858956504246e-05,0.0043464492614140844,0.006966720796221962,5.421672789000306e-19,0.00017139634891497537,0.006745079538582265,,2.445060281389413e-05,0.006615001626720247,,6.041972669205685e-06,0.0065231722587612085,5.962985895650424e-06,0.00043464492614140844,0.0006966720796221962,,1.7139634891497536e-05,0.0006745079538582265,,2.445060281389413e-06,0.0006615001626720246,,6.041972669205685e-07,0.0006523172258761209
6,,,,,,,,,,,,0.064317774486491,2.2989891970309652e-05,0.00395131751037644,0.006960083965394725,3.250426544461503e-22,8.161730900713114e-05,0.006695220464814086,,7.887291230288428e-06,0.006540581149923886,,1.4736518705379719e-06,0.006431777448649099,2.298989197030965e-06,0.000395131751037644,0.0006960083965394724,,8.161730900713114e-06,0.0006695220464814085,,7.887291230288428e-07,0.0006540581149923886,,1.473651870537972e-07,0.0006431777448649099
7,,,,,,,,,,,,,8.863598573862756e-06,0.003592106827614945,0.00695345345712938,,3.886538524149101e-05,0.00664572994522274,,2.5442874936414286e-06,0.006466997922712503,,3.594272854970664e-07,0.0063416631522171555,8.863598573862755e-07,0.00035921068276149453,0.0006953453457129381,,3.886538524149101e-06,0.000664572994522274,,2.5442874936414285e-07,0.0006466997922712504,,3.5942728549706634e-08,0.0006341663152217155
8,,,,,,,,,,,,,3.41730095034995e-06,0.003265551661468132,0.006946829265402757,,1.850732630547191e-05,0.006596605255486034,,8.207379011746544e-07,0.0063942425258120255,,8.766519158465035e-08,0.006252811428454473,3.41730095034995e-07,0.0003265551661468132,0.0006946829265402757,,1.850732630547191e-06,0.0006596605255486034,,8.207379011746543e-08,0.0006394242525812025,,8.766519158465034e-09,0.0006252811428454473
9,,,,,,,,,,,,,1.3175174493685836e-06,0.0029686833286073923,0.006940211384197415,,8.813012526415196e-06,0.006547843691419739,,2.647541616692433e-07,0.006322305645917647,,2.138175404503667e-08,0.006165204587717914,1.3175174493685835e-07,0.00029686833286073923,0.0006940211384197415,,8.813012526415195e-07,0.0006547843691419739,,2.647541616692433e-08,0.0006322305645917646,,2.138175404503667e-09,0.0006165204587717915
10,,,,,,,,,,,,,5.0796001131037e-07,0.00269880302600672,0.006933599807501653,,4.196672631626283e-06,0.0064994425688287335,,8.540456828040107e-08,0.006251178074501644,,5.215061962204066e-09,0.006078825188210259,5.079600113103699e-08,0.000269880302600672,0.0006933599807501653,,4.196672631626283e-07,0.0006499442568828733,,8.540456828040107e-09,0.0006251178074501644,,,0.0006078825188210259
11,,,,,,,,,,,,,1.9584057365926202e-07,0.0024534572963697456,0.006926994529309493,,1.9984155388696585e-06,0.006451399223359246,,2.7549860735613248e-08,0.0061808507066346136,,1.2719663322448945e-09,0.005993656032507678,1.95840573659262e-08,0.00024534572963697454,0.0006926994529309492,,1.9984155388696583e-07,0.0006451399223359246,,2.7549860735613247e-09,0.0006180850706634613,,,0.0005993656032507678
12,,,,,,,,,,,,,7.550501897235833e-08,0.0022304157239724956,0.006920395543620679,,9.516264470807898e-07,0.006403711010352192,,8.887051850197821e-09,0.006111314539819952,,3.1023569079143766e-10,0.005909680164135873,7.550501897235833e-09,0.00022304157239724955,0.000692039554362068,,9.516264470807897e-08,0.0006403711010352192,,8.88705185019782e-10,0.0006111314539819952,,,0.0005909680164135873
